0,1,2,3
Impairment charge/(reversal) for loans and other losses,"53,898.53","42,777.53","37,555.17"
Net operating income,"168,999.66","179,731.03","191,180.97"
Personnel expenses,"55,910.48","54,107.07","56,707.48"
Other operating expenses,"21,187.30","18,346.04","18,672.43"
Depreciation & Amortization,"9,419.56","8,308.87","7,886.83"
Operating Profit,"82,482.32","79,866.11","87,806.20"
Non operating income,553.44,694.60,655.36
Non operating expense,"4,194.17","2,637.99","7,196.08"
Profit before income tax,"78,841.60","76,419.48","79,764.84"
Income Tax Expense,"2,275.20","2,247.73","2,548.51"
Current Tax,"27,373.48","20,876.84","27,275.51"
Deferred Tax,"(1,697.18)","1,085.83","(5,144.79)"
Profit/Loss for the period,"53,165.30","49,871.43","52,826.42"
