0,1,2,3,4,5
"7,000.00 6,000.00 5,000.00 4,000.00 3,000.00 2,000.00Assets (Rs. in Billion) 1,000.00 -",,,,,
,,FY 2020/21,FY 2021/22,FY 2022/23,
,State-owned CommercialBanks,755.07,836.50,956.43,
,Non State-owned CommercialBanks,"4,468.00","4,955.07","5,224.08",
,Commercial Banks (in Total),"5,223.07","5,791.58","6,180.51",
,,,,,
