0,1,2,3,4
FY 2019/20,,,,
SN,1st Quarter,2nd Quarter,3rd Quarter,4th Quarter
1,Himalayan bank Ltd.,Sunrise Bank Ltd.,Nepal Bank Ltd.,Covid-19 Pandemic
2,Sanima Bank Ltd.,NCC Bank Ltd.,Prabhu Bank Ltd.,
3,Everest Bank Ltd.,Nepal Investmant Bank Ltd.,Machhapuchchhre Bank Ltd.,
4,,NIC Asian Bank Ltd.,Agriculture Dev. Bank Ltd.,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
