0,1,2,3,4,5
Particulars,Rs. in Billion,,,Percentage Change,
,2017/18,2018/19,2019/20,2018/19,2019/20
Current,249.248,301.557,389.700,20.99%,29.23%
Saving,811.668,901.298,1087.517,11.04%,20.66%
Fixed,1070.787,1307.032,1645.920,22.06%,25.93%
Other,339.81,368.915,366.254,8.57%,-0.72%
Total,"2,471.51","2,878.80","3,489.39",16.48%,21.21%
