0,1,2,3,4,5
Bank and Financial Institutions,Percent Share,,,,
,2020,2021,2022,2023,2024
Commercial Banks,84.31,82.89,82.13,82.60,83.11
Development Banks,7.11,7.98,8.36,8.56,8.23
Finance Companies,1.78,1.94,2.07,1.98,1.97
Micro Finance Institutions,6.52,6.81,7.09,6.49,6.35
Infrastructure Development Bank,0.28,0.37,0.35,0.37,0.34
Total,100,100,100,100,100
