0,1,2,3,4,5
Particulars,Amount in Rs Billion,,,% Change,
,2016/17,2017/18,2018/19,2017/18,2018/19
Current,199.36,249.248,301.557,25.02,20.99%
Saving,703.03,811.668,901.298,15.45,11.04%
Fixed,879.14,1070.787,1307.032,21.80,22.06%
Other,311.91,339.81,368.915,8.94,8.57%
Total,"2,093.44","2,471.51","2,878.802",18.06%,16.48%
