0,1,2,3,4
S. N.,Development Region,A,B,C
1,Province – 1,585,183,39
2,Province – 2,421,94,23
3,Province - 3 (Bagmati),1238,335,78
4,Province - 4 (Gandaki),396,253,28
5,Province – 5,530,317,30
6,Province - 6 (Karnali),159,20,4
7,Province -7 (Sudur Paschim),256,65,3
Total,,"3,585","1,267",205
