0,1,2,3
Goodwill and Intangible assets,60.55,48.08,88.27
Deferred tax assets,25.57,-,138.05
Other assets,"2,260.28","2,362.18","2,850.17"
,,,
Total Assets,"126,313.33","160,750.58","192,511.09"
,-,-,-
Liabilities,"113,494.73","145,827.17","175,599.92"
Due to bank and financial institutions,"3,275.97","4,920.87","2,614.42"
Due to Nepal Rastra Bank,86.29,"3,651.30","4,096.65"
Derivative financial instruments,-,-,52.39
Deposits from customers,"107,250.20","128,425.87","157,518.54"
Borrowing,-,"1,787.25","1,279.00"
Current Tax Liabilities,2.35,62.45,35.22
Provisions,32.43,31.37,44.77
Deferred tax liabilities,-,42.07,-
Other liabilities,"1,122.77","2,134.26","3,146.61"
Debt securities issued,"1,724.71","4,771.72","6,812.32"
Subordinated Liabilities,-,-,-
,,,
Equity,"12,818.60","14,923.41","16,911.17"
Share capital,"8,801.38","9,681.52","11,327.38"
Share premium,-,-,-
Retained earnings,"1,197.04","1,737.20","1,244.46"
Reserves,"2,820.19","3,504.69","4,339.34"
,,,
Total Liabilities and Equity,"126,313.33","160,750.58","192,511.09"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"11,469.73","10,762.83","14,850.22"
Interest Expense,"7,280.03","6,237.84","10,198.45"
Net Interest Income,"4,189.69","4,524.99","4,651.76"
Fee and commission income,698.26,875.12,995.91
Fee and commission expense,78.53,60.96,148.36
Net Fee and commission income,619.73,814.16,847.55
"Net Interest, Fee and commission income","4,809.42","5,339.15","5,499.31"
Net trading income,420.66,426.74,377.68
Other operating income,59.73,51.67,152.71
Total operating income,"5,289.81","5,817.55","6,029.70"
Impairment charge/(reversal) for loans and other losses,797.02,248.28,554.39
Net operating income,"4,492.78","5,569.27","5,475.31"
Personnel expenses,"1,234.69","1,439.20","1,549.41"
Other operating expenses,572.71,656.14,625.43
Depreciation and amortization,155.53,162.98,345.91
Operating Profit,"2,529.85","3,310.96","2,954.56"
Non-operating income,1.41,1.32,6.29
Non-operating expense,1.52,3.04,12.04
Profit before income tax,"2,529.74","3,309.23","2,948.81"
Income Tax Expense,-,,-
Current Tax,751.73,978.18,"1,011.15"
Deferred Tax,1.75,13.23,(155.46)
Profit for the Period,"1,776.26","2,317.82","2,093.12"
