0,1,2,3
5. Standard Chartered Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,22397.73,22048.33,"12,626.99"
Due from Nepal Rastra Bank,3784.68,3982.46,"2,454.91"
Placement with Bank and Financial Institutions,6190.80,4831.20,"9,902.70"
Derivative financial instruments,8.74,9.21,43.34
Other trading assets,0.00,0.00,-
Loan and advances to B/FIs,1610.45,2134.85,"2,541.47"
Loans and advances to customers,38433.87,44561.33,"53,092.12"
Investment securities,4810.68,4660.99,"11,535.16"
Current tax assets,613.93,936.87,50.08
Investment in susidiaries,0.00,0.00,-
Investment in associates,0.00,0.00,-
Investment property,0.00,0.00,-
Property and equipment,102.92,115.90,147.74
Goodwill and Intangible assets,0.00,0.00,-
Deferred tax assets,0.00,75.55,71.80
Other assets,402.22,674.87,797.90
TOTAL ASSETS,78356.01,84031.55,"93,264.18"
Due to Bank and Financial Instituions,4178.28,326.71,505.84
Due to Nepal Rastra Bank,0.00,0.00,-
Derivative financial instruments,0.00,0.00,-
Deposits from customers,59694.61,67061.05,"75,731.53"
Borrowing,0.00,0.00,-
Current Tax Liabilities,595.51,976.57,-
Provisions,148.73,120.68,42.38
Deferred tax liabilities,46.96,0.00,-
Other liabilities,1312.13,1621.05,"2,057.37"
Debt securities issued,0.00,0.00,-
Subordinated Liabilities,0.00,0.00,-
Equity,,,
Share capital,4005.72,8011.43,"8,011.43"
Share premium,3044.19,0.00,-
Retained earnings,1532.39,1403.04,"1,807.88"
Reserves,3797.50,4511.03,"5,107.77"
TOTAL EQUITY AND LIABILITIES,78356.01,84031.55,"93,264.18"
Interest Income,3191.88,4940.67,"6,500.04"
Interest Expenses,863.46,1642.64,"2,978.18"
Net Interest Income,2328.42,3298.03,"3,521.86"
