0,1,2,3,4,5
Banks,Non-performing Loan (Amount-Rs. in billion),,,Percentage Change,
,FY 2022/23,FY 2023/24,FY 2024/25,FY 2023/24,FY 2024/25
State-owned Commercial Banks,17.15,28.29,28.71,64.96,1.48
Non State-owned Commercial Banks,111.48,151.72,191.63,36.10,26.31
Commercial Banks (in Total),128.64,180.01,220.33,39.93,22.40
