0,1,2,3,4,5
,,,,,Pass Loan
6.,Repo & Reverse Repos,Max. 21days,,,
7.,"CRR ""A"" class ""B"" class ""C"" class",6% 5% 4%,,,
8.,"SLR ""A"" class ""B"" class (taking call n current deposit) ""C"" class (taking call n current deposit)",10% 8%   7%,,,
9.,"Deprived Sector ""A"" class ""B"" class ""C"" class",5% 5 % 5%,,,
10.,"Productive Sector lending ""A"" class in productive Sector: Agriculture, Energy & Tourism ""B"" class in productive  ""C"" class in productive",25% in Productive sector: 10% in Agriculture & 15% in Energy and Tourism.  15%   10%,,,
11.,Net Liquidity Ratio,20%,,,
