0,1,2,3,4,5
S. N.,Province,Class A,Class B,Class C,Class D
1,Province – 1,728,177,25,783
2,Province – 2 (Madhesh),549,79,25,954
3,Province - 3 (Bagmati),1664,295,95,681
4,Province - 4 (Gandaki),577,182,33,574
5,Province – 5,726,227,35,1085
6,Province - 6 (Karnali),192,17,3,200
7,Province -7 (Sudur Paschim),317,46,6,408
Total,,"4,753","1,023",222,"4,685"
