0,1,2,3
Other liabilities,"4,496.85","6,703.35","12,228.18"
Debt securities issued,"2,035.87","2,096.63","6,484.84"
Subordinated Liabilities,-,-,-
,,,
Equity,"25,855.66","33,858.11","52,981.75"
Share capital,"10,097.50","13,844.45","22,832.91"
Share premium,0.07,158.76,0.18
Retained earnings,"3,576.42","4,162.93","2,899.54"
Reserves,"12,181.66","15,691.97","27,249.12"
,,,
Total Liabilities and Equity,"237,680.03","291,066.22","419,818.10"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"16,462.91","17,188.72","23,340.75"
Interest Expense,"9,479.25","9,112.83","14,421.88"
Net Interest Income,"6,983.67","8,075.88","8,918.87"
Fee and commission income,"1,305.23","1,565.80","2,043.27"
Fee and commission expense,63.25,77.23,464.38
Net Fee and commission income,"1,241.98","1,488.57","1,578.90"
"Net Interest, Fee and commission income","8,225.64","9,564.45","10,497.77"
Net trading income,468.09,643.76,564.99
Other operating income,430.41,"1,451.44",410.41
Total operating income,"9,124.14","11,659.65","11,473.17"
Impairment charge/(reversal) for loans and other losses,856.76,827.52,"1,118.82"
Net operating income,"8,267.38","10,832.13","10,354.35"
Personnel expenses,"2,009.68","3,411.79","2,658.93"
Other operating expenses,"1,049.00","1,052.75","1,023.80"
Depreciation and amortization,115.63,141.57,390.03
Operating Profit,"5,093.07","6,226.02","6,281.59"
Non-operating income,4.45,35.30,8.70
Non-operating expense,2.50,5.87,2.73
Profit before income tax,"5,095.01","6,255.46","6,287.56"
Income Tax Expense,-,,-
Current Tax,"1,551.12","2,258.55","1,940.23"
Deferred Tax,80.64,(530.64),91.31
Profit for the Period,"3,463.24","4,527.55","4,256.02"
