0,1,2,3
Personnel expenses,"1,708.09","1,874.39","3,036.30"
Other operating expenses,865.49,722.55,"1,184.02"
Depreciation and Amortization,260.24,487.55,712.32
Operating Profit,"5,119.52","6,289.66","6,635.63"
Non-operating income,4.08,2.90,2.27
Non-operating expense,64.73,904.11,"1,300.82"
Profit before income tax,"5,058.87","5,388.45","5,337.08"
Income Tax Expense,-,-,-
Current Tax,"1,531.31","1,620.51","2,292.93"
Deferred Tax,(31.05),(29.66),(676.68)
Profit for the period,"3,558.61","3,797.60","3,720.83"
