0,1,2,3
Net operating income,"4,166.18","4,671.25","5,196.73"
Personnel expenses,"1,359.17","1,518.14","1,842.76"
Other operating expenses,684.95,689.33,560.05
Depreciation & Amortization,179.15,186.06,333.53
Operating Profit,"1,942.91","2,277.72","2,460.40"
Non-operating income,4.03,45.83,32.89
Non-operating expense,,-                  65.76,4.28
Profit before income tax,"1,946.94","2,257.78","2,489.01"
Income Tax Expense,,,-
Current Tax,591.85,750.25,644.91
Deferred Tax,(4.39),60.99,(117.71)
Profit for the Period,"1,359.48","1,446.55","1,961.81"
