0,1,2,3
Fees and Commission expense,316.00,245.40,319.60
Net fee and commission income,"1,197.17","1,116.64","1,273.04"
"Net interest, fee and commission income","6,974.83","6,709.69","7,092.03"
Net trading income,871.87,747.86,667.25
Other operating income,230.12,937.46,307.97
Total Operating Income,"8,076.83","8,395.02","8,067.25"
Impairment charges/(reversals) for loans & other losses,"1,997.25",441.67,"(1,306.89)"
Net operating income,"6,079.59","7,953.35","9,374.15"
Personnel Expenses,"1,442.95","1,708.09","1,874.39"
Other Operating Expenses,862.10,865.49,722.55
Depreciation and Amortization,259.30,260.24,487.55
Operating profit,"3,515.24","5,119.52","6,289.66"
Non-operating income,3.32,4.08,2.90
Non-operating expense,6.29,64.73,904.11
Profit before income tax,"3,512.27","5,058.87","5,388.45"
Income tax expense,-,-,-
Current Tax,"1,087.06","1,531.31","1,620.51"
Deferred Tax,2.02,(31.05),(29.66)
Profit for the Period,"2,423.19","3,558.61","3,797.60"
