0,1,2,3,4,5
,"""B"" class & ""C"" class",  Core  Capital  = 6%    Capital  Fund  = 10% of Total Risk  Weighted Exposure,,,"  for  A class banks, Capital Adequacy Framework 2015    forB and C class institutions, Capital Adequacy Framework, 2007 (Updated July 2008)"
2.,"Refinance Facility (i) Micro, Cottage &Small Enterprises Refinance (limit up to 1.5million)",4%,Max. 1 year,Cannot charge more than 7%,i.  Max.  Limit  per  client is 50 million for wholesale refinance facilities provided via BFIs. ii. Max. Limit per client is  200  million  for  client specific refinance facilities provided via BFIs. iii.  Max.  10  %  of  total refinance facilities are provided to MFIs.
,"(ii) Special Refinance - Export, Small business run by women, deprived community, differently able person and sectors affected by the natural calamities etc.",2%,For Covid-19 affected sector:  Min. 6  months to max. 1 year.,Cannot charge more than 5%,
,(iii) General Refinance Refinances not included in (i) and (ii) and all other refinances which this bank asks to categorize into.,5%,,Cannot charge more than 7%,
3.,Bank Rate,7%,,,
4.,"SLF Rate (For A, B & C)",Bank rate (7%),Max. 5 days,,Upto 90% Against Govt. T-Bills and Govt. Bonds
5.,Lender of Last Resort,Bank rate (7%),Max. 6 months,,Against  deposit  at  NRB for CRR Purpose / Govt. Securities and Pass Loan
