0,1,2,3,4,5,6,7
45004000350030002500200015001000500Amount  (Rs. in Billion)0,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,FY 2019/20,FY 2020/21,,,FY 2021/22,,
Liquid Assets,959,1167,,,1239,,
Total Deposit,"3,489","4,086",,,"4,544",,
Liquid Asset to Total Deposit Ratio (%),27.49,28.56,,,27.27,,
