0,1,2,3,4,5,6
FY 2024/25FY 2023/24 FY 2022/23,,,,,,
,,,,,220.33,
,,,,,191.63,
,28.71,,,,,
,,,,180.01,,
,,,,151.72,,
,28.29,,,,,
,,,128.64,,,
,17.150Commercial Banks (in Total)State-owned Commercial Banks,50,111.48100NPL (Rs in billion),150Non State-owned Commercial Banks,200,250
,,,,,,
