0,1,2,3
3. Consolidated Financials of Commercial Banks,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"289,472.52","342,464.33","430,100.38"
Due from Nepal Rastra Bank,"288,706.17","360,154.48","483,437.38"
Placement with Bank and Financial Institutions,"72,564.05","80,426.96","164,331.39"
Derivative financial instruments,"23,194.84","38,275.92","80,391.24"
Other trading assets,"2,646.09","2,352.80","2,906.73"
Loan and advances to B/FIs,"161,676.96","165,446.05","188,965.82"
Loans and advances to customers,"4,103,890.08","4,326,408.96","4,639,588.07"
Investment securities,"973,467.64","1,285,621.85","1,446,853.95"
Current tax assets,"16,212.83","17,949.55","16,726.41"
Investment in subsidiaries,"10,582.08","10,649.95","11,139.95"
Investment in associates,"8,115.01","8,273.14","8,870.62"
Investment property,"15,481.96","30,358.30","43,144.14"
