0,1,2,3,4
12,"Finance, Insurance and Real Estate",8.56,8.51,8.03
13,Hotel and Restaurant,3.29,3.77,4.24
14,Other Services,4.61,4.50,4.38
15,Consumable Loans,7.74,6.69,5.50
16,Local Government,0.09,0.07,0.06
17,Others,12.00,11.72,12.00
,Total Loan,100,100,100
