0,1,2,3,4,5
,Governance  of  Banking  Sector in SAARC Region,Pakistan,Pakistan,,
14,SEACEN Course on Financial Stability and Macroprudential  Supervision,SEACEN,"Yogyakarta,  Indonesia",1,5
15,FSI-EMEAP Meeting on Implementation  of  Expected  Credit Loss  Provisioning: Implication for Regulation and Supervision,BIS,"Jakarta, Indonesia",1,2
16,ST  1.26  Macro  Stress  Testing II (Advanced),IMF STI,Singapore,3,5
17,SEACEN Course on Financial Stability and Macroprudential  Supervision,SEACEN,"Yogyakarta,  Indonesia",1,5
18,SEACEN Course on Financial Liquidity Risk  Measurement and  Management,SEACEN,"Cebu, Philippines",1,5
19,SEACEN-BOJ  Course  on  Problem Bank Intervention and Resolution,SEACEN,Sri Lanka,1,6
20,SEACEN  -Bank  of  Japan  Course  on Information and communication  Tech.Risks,SEACEN,Vietnam,1,5
