0,1,2,3,4,5
Banks,Amount (Rs. in billion),,,Percentage Change,
,FY 2021/22,FY 2022/23,FY 2023/24,FY 2022/23,FY 2023/24
State-owned Commercial Banks,11.03,17.15,28.29,55.45,64.96
Non State-owned Commercial Banks,39.11,111.48,151.72,185.01,36.10
Commercial Banks (in Total),50.15,128.64,180.01,156.53,39.93
